6.00828	-1.01639
6.09408	-1.03727
4.36065	-1.43631
5.57687	-0.14565
4.57755	-1.08283
4.85009	0.00128771
5.21791	-1.76086
5.68272	-1.12525
4.18852	-0.396074
4.21246	-0.822911
5.03714	-1.944
5.73561	-0.729243
5.4881	-1.10902
5.45563	-1.42288
4.69811	-1.28893
4.92485	-1.01153
6.36232	-1.11291
6.01724	-0.762086
5.07998	-0.580566
5.71987	-0.807558
4.49721	-1.14492
4.89471	-1.34399
4.80669	-0.626872
5.8409	-0.833331
4.82014	-0.0443151
5.85156	-0.904093
4.85511	-1.2671
4.77837	-0.833249
4.6713	-1.37249
5.11041	-0.833998
5.07084	-1.39377
6.08564	-1.20412
6.17489	-0.506508
6.16883	-0.794188
6.03451	-0.767224
5.24625	-1.08916
4.5701	-1.18098
4.3051	-0.508245
5.60925	-1.42184
4.817	-1.27654
5.94894	-0.946254
6.09245	-1.16707
6.10834	-0.610594
5.94153	-1.12825
4.90322	0.127276
5.72593	-0.770316
5.61867	-0.910839
5.90447	-0.474045
5.92148	-0.548357
4.80144	-1.64258
6.20983	-0.328123
5.22554	-0.780931
6.03189	-0.418444
6.07595	-1.96311
5.86226	-0.205244
6.12049	-0.706055
5.94661	-1.42536
6.06844	-0.128736
5.99748	-0.62672
4.7697	0.158815
6.12169	-0.628278
6.22622	-0.603038
5.95891	-1.31417
6.04103	-1.34637
6.19101	-0.739527
4.99595	-1.64126
6.1441	-1.24753
5.1076	-0.977182
5.57879	-0.907161
6.28671	-0.568779
4.09019	0.180095
5.9038	-1.48891
5.86734	-1.16046
6.3155	-0.361321
5.44494	-1.04687
6.19812	-0.450012
5.05611	-0.289043
4.27974	-0.953437
5.74317	-0.809026
5.81474	-1.03656
5.47507	-1.41853
5.07759	-1.28778
5.68433	-1.58525
5.48865	-1.08337
4.80226	-0.477085
6.11375	-1.4378
6.04629	-0.514398
5.19506	-2.34893
5.46483	-0.942028
5.26381	-0.648709
4.62275	-1.25287
4.63058	-1.71107
5.92683	-1.76666
6.02786	-1.08488
5.66394	-1.5235
5.12049	-0.788362
4.4764	-1.06106
4.49316	-0.799525
5.07432	-0.710235
5.75469	-1.12247
5.50248	-0.624566
5.01586	-0.641241
5.39369	-1.19901
5.90454	-1.07521
6.09021	-0.246427
5.39992	-0.865074
6.07963	-0.90664
5.87282	-0.851435
4.78753	-1.30794
4.75428	-0.592013
6.0849	-0.453405
5.07832	-1.08509
5.9469	-0.659237
5.98467	-0.853101
5.76876	-1.07162
6.33806	-0.821471
5.9735	-1.06775
6.3303	-1.67639
6.23752	-0.536897
5.73551	-1.27242
5.04579	-0.839695
6.16841	-1.35804
5.98372	-0.908691
4.8116	-1.43642
4.68005	-0.569775
5.53499	-2.01665
6.26271	-0.74331
6.06167	-1.19219
5.11423	-1.16019
5.06229	-0.553784
6.01824	-0.349819
5.96563	-0.567794
6.05332	-1.83819
5.15074	-0.632086
4.81222	-1.49899
6.05036	-1.1252
4.63892	-1.27202
5.86988	-1.64354
5.54402	-1.09035
5.73083	-1.41057
6.03389	-0.806523
6.36258	-0.966075
6.16579	-0.410403
6.32137	-0.763593
6.0236	-0.596163
5.94976	-1.40549
4.42894	-1.0619
5.91787	-0.782397
6.00523	-1.29919
5.84441	-1.43297
6.30953	-0.69296
5.82645	-1.67843
5.94769	-1.76475
5.11182	-1.16087
5.13862	-0.378167
