6.01241	-1.01639
6.14112	-1.03727
4.36065	-1.43631
5.57687	-0.14565
4.57755	-1.08283
4.85009	0.00128771
5.21791	-1.76086
5.68272	-1.12525
4.18852	-0.396074
4.21246	-0.822911
5.03714	-1.944
5.60342	-0.729243
5.4881	-1.10902
5.45563	-1.42288
4.69811	-1.28893
4.92485	-1.01153
6.54348	-1.11291
6.02586	-0.762086
5.07998	-0.580566
5.5798	-0.807558
4.49721	-1.14492
4.89471	-1.34399
4.80669	-0.626872
5.76135	-0.833331
4.82014	-0.0443151
5.77735	-0.904093
4.85511	-1.2671
4.77837	-0.833249
4.6713	-1.37249
5.11041	-0.833998
5.07084	-1.39377
6.12846	-1.20412
6.26234	-0.506508
6.25325	-0.794188
6.05176	-0.767224
5.24625	-1.08916
4.5701	-1.18098
4.3051	-0.508245
5.60925	-1.42184
4.817	-1.27654
5.9234	-0.946254
6.13867	-1.16707
6.16251	-0.610594
5.91229	-1.12825
4.90322	0.127276
5.58889	-0.770316
5.428	-0.910839
5.85671	-0.474045
5.88221	-0.548357
4.80144	-1.64258
6.31475	-0.328123
5.22554	-0.780931
6.04783	-0.418444
6.11393	-1.96311
5.7934	-0.205244
6.18073	-0.706055
5.91992	-1.42536
6.10266	-0.128736
5.99621	-0.62672
4.7697	0.158815
6.18254	-0.628278
6.33933	-0.603038
5.93837	-1.31417
6.06155	-1.34637
6.28651	-0.739527
4.99595	-1.64126
6.21615	-1.24753
5.1076	-0.977182
5.57879	-0.907161
6.43007	-0.568779
4.09019	0.180095
5.8557	-1.48891
5.80102	-1.16046
6.3155	-0.361321
5.44494	-1.04687
6.29717	-0.450012
5.05611	-0.289043
4.27974	-0.953437
5.61475	-0.809026
5.81474	-1.03656
5.47507	-1.41853
5.07759	-1.28778
5.68433	-1.58525
5.48865	-1.08337
4.80226	-0.477085
6.17063	-1.4378
6.06943	-0.514398
5.19506	-2.34893
5.46483	-0.942028
5.26381	-0.648709
4.62275	-1.25287
4.63058	-1.71107
5.89024	-1.76666
6.04179	-1.08488
5.4959	-1.5235
5.12049	-0.788362
4.4764	-1.06106
4.49316	-0.799525
5.07432	-0.710235
5.63203	-1.12247
5.25371	-0.624566
5.01586	-0.641241
5.39369	-1.19901
5.85681	-1.07521
6.13531	-0.246427
5.39992	-0.865074
6.11945	-0.90664
5.80924	-0.851435
4.78753	-1.30794
4.75428	-0.592013
6.12734	-0.453405
5.07832	-1.08509
5.92035	-0.659237
5.977	-0.853101
5.65314	-1.07162
6.50709	-0.821471
5.96026	-1.06775
6.49545	-1.67639
6.23752	-0.536897
5.73551	-1.27242
5.04579	-0.839695
6.25261	-1.35804
5.97558	-0.908691
4.8116	-1.43642
4.68005	-0.569775
5.53499	-2.01665
6.26271	-0.74331
